Sample Id,Date-Time,Site Name,SiteId,Fuel Type,Category,Sub-Category,Method,Sample Avg Value,Sample Status
110069,2012-06-09 05:00:00+00:00,D10 - Flagstaff Mtn. - Hot,335,1000-Hour,Dead,,,9.0,Submitted
110079,2012-06-09 05:00:00+00:00,D10 - Michigan Creek,339,1000-Hour,Dead,,,11.0,Submitted
82296,2010-07-08 05:00:00+00:00,McCall,754,1000-Hour,Dead,,,16.0,Submitted
110083,2012-06-09 05:00:00+00:00,Middle Mountain,1103,1000-Hour,Dead,,,8.0,Submitted
110089,2012-06-09 05:00:00+00:00,Engineer,424,1000-Hour,Dead,,,10.0,Submitted
110095,2012-06-09 05:00:00+00:00,D10 - Flagstaff Mtn. - Cold,334,1000-Hour,Dead,,,10.0,Submitted
110105,2012-06-09 05:00:00+00:00,D10 - Puma Hills,340,1000-Hour,Dead,,,11.0,Submitted
110107,2012-06-09 05:00:00+00:00,Sauls Creek,1043,1000-Hour,Dead,,,9.0,Submitted
110109,2012-06-09 05:00:00+00:00,Carpenter Ridge,188,1000-Hour,Dead,,,28.0,Submitted
110111,2012-06-10 05:00:00+00:00,McCall,754,1000-Hour,Dead,,,18.0,Submitted
110134,2012-06-10 05:00:00+00:00,Chapin,203,1000-Hour,Dead,,,5.0,Submitted
110141,2012-06-11 05:00:00+00:00,Sugarloaf,1191,1000-Hour,Dead,,,7.0,Submitted
78355,2010-05-04 05:00:00+00:00,Nevada City,837,1000-Hour,Dead,,,25.0,Submitted
110155,2012-06-11 05:00:00+00:00,South Table Mountain,1155,1000-Hour,Dead,,,7.0,Submitted
110156,2012-06-11 05:00:00+00:00,Norway Flats,857,1000-Hour,Dead,,,9.0,Submitted
110158,2012-06-11 05:00:00+00:00,Yosemite Valley,1358,1000-Hour,Dead,,,30.0,Submitted
110160,2012-06-11 05:00:00+00:00,Foresta - New,462,1000-Hour,Dead,,,14.0,Submitted
110162,2012-06-11 05:00:00+00:00,Crane Flat - New,292,1000-Hour,Dead,,,30.0,Submitted
110163,2012-06-11 05:00:00+00:00,Snowbasin,1134,1000-Hour,Dead,,,22.0,Submitted
110164,2012-06-11 05:00:00+00:00,Badger Pass,51,1000-Hour,Dead,,,25.0,Submitted
78382,2010-05-05 05:00:00+00:00,Lakeshore,685,1000-Hour,Dead,,,84.0,Submitted
110166,2012-06-11 05:00:00+00:00,Wawona - New,1309,1000-Hour,Dead,,,20.0,Submitted
110168,2012-06-11 05:00:00+00:00,Lookout Mountain,723,1000-Hour,Dead,,,10.0,Submitted
110171,2012-06-11 05:00:00+00:00,D11_Sugar_Creek,347,1000-Hour,Dead,,,8.0,Submitted
110194,2012-06-11 05:00:00+00:00,Blue Park,111,1000-Hour,Dead,,,7.0,Submitted
110197,2012-06-11 05:00:00+00:00,RGFO - Copper Gulch,993,1000-Hour,Dead,,,7.0,Submitted
110202,2012-06-11 05:00:00+00:00,Big Horn,82,1000-Hour,Dead,,,7.0,Submitted
110206,2012-06-11 05:00:00+00:00,Lujan,741,1000-Hour,Dead,,,6.0,Submitted
110215,2012-06-11 05:00:00+00:00,Walker,1301,1000-Hour,Dead,,,6.0,Submitted
110240,2012-06-11 05:00:00+00:00,RGFO - Four Mile,994,1000-Hour,Dead,,,6.0,Submitted
110247,2012-06-11 05:00:00+00:00,D03_Red_Creek,324,1000-Hour,Dead,,,5.0,Submitted
82297,2010-07-08 05:00:00+00:00,Hall Creek,529,1000-Hour,Dead,,,21.0,Submitted
110250,2012-06-11 05:00:00+00:00,Grebe,520,1000-Hour,Dead,,,21.0,Submitted
110270,2012-06-11 05:00:00+00:00,Sand Dunes,1038,1000-Hour,Dead,,,12.0,Submitted
110276,2012-06-11 05:00:00+00:00,D11_Spring_Creek,346,1000-Hour,Dead,,,7.0,Submitted
78388,2010-05-05 05:00:00+00:00,West of Old Man CG,1325,1000-Hour,Dead,,,84.0,Submitted
110279,2012-06-12 05:00:00+00:00,Black Cedar,92,1000-Hour,Dead,,,10.0,Submitted
82298,2010-07-08 05:00:00+00:00,Slim Sam,1112,1000-Hour,Dead,,,20.0,Submitted
110287,2012-06-12 05:00:00+00:00,Bear River,70,1000-Hour,Dead,,,7.0,Submitted
110290,2012-06-12 05:00:00+00:00,Horse Hollow,588,1000-Hour,Dead,,,12.0,Submitted
110295,2012-06-12 05:00:00+00:00,Boggy Draw North,116,1000-Hour,Dead,,,8.0,Submitted
110298,2012-06-12 05:00:00+00:00,Boggy Draw South,117,1000-Hour,Dead,,,7.0,Submitted
110301,2012-06-12 05:00:00+00:00,Stinking Springs,1182,1000-Hour,Dead,,,5.0,Submitted
110309,2012-06-12 05:00:00+00:00,Mud Springs,820,1000-Hour,Dead,,,5.0,Submitted
110314,2012-06-12 05:00:00+00:00,Switchback,1207,1000-Hour,Dead,,,32.0,Submitted
110323,2012-06-12 05:00:00+00:00,Sevier Reservoir,1078,1000-Hour,Dead,,,5.0,Submitted
78390,2010-05-05 05:00:00+00:00,Juanita,628,1000-Hour,Dead,,,55.0,Submitted
78401,2010-05-05 05:00:00+00:00,Pole Creek,938,1000-Hour,Dead,,,28.0,Submitted
110333,2012-06-12 05:00:00+00:00,Tule Valley,1275,1000-Hour,Dead,,,7.0,Submitted
110334,2012-06-12 05:00:00+00:00,Bearlodge,71,1000-Hour,Dead,,,15.0,Submitted
82301,2010-07-08 05:00:00+00:00,Boggy Draw North,116,1000-Hour,Dead,,,7.0,Submitted
110341,2012-06-12 05:00:00+00:00,West Glacier,1324,1000-Hour,Dead,,,35.0,Submitted
82304,2010-07-08 05:00:00+00:00,Boggy Draw South,117,1000-Hour,Dead,,,8.0,Submitted
110351,2012-06-12 05:00:00+00:00,Sawmill Park RAWS,1045,1000-Hour,Dead,,,15.0,Submitted
110357,2012-06-12 05:00:00+00:00,Baker Park,52,1000-Hour,Dead,,,27.0,Submitted
110361,2012-06-12 05:00:00+00:00,D03_Willis_Creek,325,1000-Hour,Dead,,,9.0,Submitted
110366,2012-06-12 05:00:00+00:00,Lowman North Zone,738,1000-Hour,Dead,,,29.0,Submitted
110382,2012-06-12 05:00:00+00:00,Burgess,150,1000-Hour,Dead,,,28.0,Submitted
110396,2012-06-13 05:00:00+00:00,Kinney Creek,649,1000-Hour,Dead,,,7.0,Submitted
110398,2012-06-13 05:00:00+00:00,Harbison Meadow,538,1000-Hour,Dead,,,11.0,Submitted
110415,2012-06-13 05:00:00+00:00,Red Feather,981,1000-Hour,Dead,,,9.0,Submitted
110433,2012-06-13 05:00:00+00:00,ID-STF Sublett,610,1000-Hour,Dead,,,28.0,Submitted
110439,2012-06-13 05:00:00+00:00,ID-STF Howell Canyon,603,1000-Hour,Dead,,,18.0,Submitted
110448,2012-06-13 05:00:00+00:00,Warren Lamb Draw,1306,1000-Hour,Dead,,,33.0,Submitted
110458,2012-06-13 05:00:00+00:00,Flagg Ranch,451,1000-Hour,Dead,,,28.0,Submitted
110462,2012-06-13 05:00:00+00:00,Moran,796,1000-Hour,Dead,,,24.0,Submitted
110470,2012-06-13 05:00:00+00:00,Signal Mountain,1094,1000-Hour,Dead,,,18.0,Submitted
110475,2012-06-13 05:00:00+00:00,Pickle Gulch,911,1000-Hour,Dead,,,13.0,Submitted
110479,2012-06-13 05:00:00+00:00,Beaver Meadows,73,1000-Hour,Dead,,,13.0,Submitted
78405,2010-05-05 05:00:00+00:00,Stinking Springs,1182,1000-Hour,Dead,,,9.0,Submitted
121384,2012-10-31 05:00:00+00:00,D9 Gold Camp,350,1000-Hour,Dead,,,12.0,Submitted
121365,2012-10-31 05:00:00+00:00,D9 Trout Creek,355,1000-Hour,Dead,,,15.0,Submitted
121363,2012-10-31 05:00:00+00:00,D9 North Divide,353,1000-Hour,Dead,,,13.0,Submitted
82305,2010-07-08 05:00:00+00:00,Rattlesnake,973,1000-Hour,Dead,,,13.0,Submitted
110507,2012-06-14 05:00:00+00:00,COF Blue Ridge,254,1000-Hour,Dead,,,6.0,Submitted
110509,2012-06-14 05:00:00+00:00,COF Cow Trap,255,1000-Hour,Dead,,,5.0,Submitted
121357,2012-10-31 05:00:00+00:00,Sugarloaf,1191,1000-Hour,Dead,,,18.0,Submitted
121355,2012-10-31 05:00:00+00:00,Pickle Gulch,911,1000-Hour,Dead,,,15.0,Submitted
121354,2012-10-31 05:00:00+00:00,Lookout Mountain,723,1000-Hour,Dead,,,15.0,Submitted
110513,2012-06-14 05:00:00+00:00,Weiser River,1316,1000-Hour,Dead,,,10.0,Submitted
121334,2012-10-30 05:00:00+00:00,Walker,1301,1000-Hour,Dead,,,16.0,Submitted
110522,2012-06-14 05:00:00+00:00,Idaho City SZ,611,1000-Hour,Dead,,,17.0,Submitted
110531,2012-06-14 05:00:00+00:00,Sauls Creek,1043,1000-Hour,Dead,,,7.0,Submitted
121328,2012-10-30 05:00:00+00:00,D9 Mt. Herman,352,1000-Hour,Dead,,,13.0,Submitted
121325,2012-10-30 05:00:00+00:00,Harbison Meadow,538,1000-Hour,Dead,,,19.0,Submitted
110537,2012-06-14 05:00:00+00:00,Middle Mountain,1103,1000-Hour,Dead,,,8.0,Submitted
110546,2012-06-14 05:00:00+00:00,Engineer,424,1000-Hour,Dead,,,12.0,Submitted
121316,2012-10-30 05:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,16.0,Submitted
121310,2012-10-29 05:00:00+00:00,Kinney Creek,649,1000-Hour,Dead,,,16.0,Submitted
121292,2012-10-25 05:00:00+00:00,CIF Thunderbird,213,1000-Hour,Dead,,,17.0,Submitted
110551,2012-06-14 05:00:00+00:00,Whitegrass Ranch,1333,1000-Hour,Dead,,,23.0,Submitted
82315,2010-07-08 05:00:00+00:00,Crestview 1000 hour,299,1000-Hour,Dead,,,10.0,Submitted
110557,2012-06-14 05:00:00+00:00,Timbered Island,1251,1000-Hour,Dead,,,19.0,Submitted
121279,2012-10-24 05:00:00+00:00,Sledgehammer South,1110,1000-Hour,Dead,,,10.0,Submitted
110581,2012-06-14 05:00:00+00:00,Camp Creek,185,1000-Hour,Dead,,,9.0,Submitted
110584,2012-06-14 05:00:00+00:00,Sweetwater Campground 2,1206,1000-Hour,Dead,,,17.0,Submitted
110591,2012-06-14 05:00:00+00:00,ID-STF Bostetter,600,1000-Hour,Dead,,,17.0,Submitted
121274,2012-10-24 05:00:00+00:00,D10 - Sledgehammer North,341,1000-Hour,Dead,,,9.0,Submitted
110597,2012-06-14 05:00:00+00:00,ID-STF Rockcreek,605,1000-Hour,Dead,,,17.0,Submitted
110600,2012-06-14 05:00:00+00:00,Little Mountain 1,706,1000-Hour,Dead,,,26.0,Submitted
121265,2012-10-24 05:00:00+00:00,Lookout Mountain,723,1000-Hour,Dead,,,11.0,Submitted
121264,2012-10-24 05:00:00+00:00,D10 - Flagstaff Mtn. - Hot,335,1000-Hour,Dead,,,18.0,Submitted
110614,2012-06-14 05:00:00+00:00,COF Mormon Lake,258,1000-Hour,Dead,,,10.0,Submitted
121260,2012-10-24 05:00:00+00:00,D10 - Flagstaff Mtn. - Cold,334,1000-Hour,Dead,,,11.0,Submitted
110620,2012-06-14 05:00:00+00:00,COF Fort Valley,256,1000-Hour,Dead,,,8.0,Submitted
121251,2012-10-24 05:00:00+00:00,South Table Mountain,1155,1000-Hour,Dead,,,10.0,Submitted
121247,2012-10-23 05:00:00+00:00,Mt Evans SWA Unit 25,813,1000-Hour,Dead,,,9.0,Submitted
110635,2012-06-14 05:00:00+00:00,COF Baker,253,1000-Hour,Dead,,,8.0,Submitted
121232,2012-10-23 05:00:00+00:00,D10 - Lost Park,338,1000-Hour,Dead,,,35.0,Submitted
121227,2012-10-23 05:00:00+00:00,D10 - Current Creek,333,1000-Hour,Dead,,,7.0,Submitted
110644,2012-06-14 05:00:00+00:00,Anderson Ridge,28,1000-Hour,Dead,,,17.0,Submitted
121224,2012-10-23 05:00:00+00:00,Centennial TH,200,1000-Hour,Dead,,,8.0,Submitted
110653,2012-06-14 05:00:00+00:00,Kings Canyon RAWS South,645,1000-Hour,Dead,,,21.0,Submitted
110654,2012-06-14 05:00:00+00:00,Signal Peak,1095,1000-Hour,Dead,,,6.0,Submitted
121213,2012-10-22 05:00:00+00:00,GNF Lincoln Canyon,502,1000-Hour,Dead,,,30.0,Submitted
110688,2012-06-15 05:00:00+00:00,Oak Knoll,866,1000-Hour,Dead,,,8.0,Submitted
121212,2012-10-22 05:00:00+00:00,D10 - Jones Hill Upper,337,1000-Hour,Dead,,,16.0,Submitted
110703,2012-06-15 05:00:00+00:00,Cottonwood,284,1000-Hour,Dead,,,6.0,Submitted
121206,2012-10-22 05:00:00+00:00,Mesa Mountain,767,1000-Hour,Dead,,,9.0,Submitted
110712,2012-06-15 05:00:00+00:00,Asay,37,1000-Hour,Dead,,,6.0,Submitted
82317,2010-07-09 05:00:00+00:00,Flaggstaff Road,452,1000-Hour,Dead,,,17.0,Submitted
110719,2012-06-15 05:00:00+00:00,D03_Black_Mountain,322,1000-Hour,Dead,,,6.0,Submitted
110727,2012-06-15 05:00:00+00:00,Garfield County Airport,479,1000-Hour,Dead,,,3.0,Submitted
121179,2012-10-22 05:00:00+00:00,D10 - Michigan Creek,339,1000-Hour,Dead,,,12.0,Submitted
110731,2012-06-15 05:00:00+00:00,Lookout Mtn,724,1000-Hour,Dead,,,6.0,Submitted
121176,2012-10-22 05:00:00+00:00,D10 - Jones Hill Lower,336,1000-Hour,Dead,,,112.0,Submitted
121169,2012-10-22 05:00:00+00:00,D10 - Puma Hills,340,1000-Hour,Dead,,,14.0,Submitted
110736,2012-06-15 05:00:00+00:00,Burro Mountian,156,1000-Hour,Dead,,,9.0,Submitted
121167,2012-10-20 05:00:00+00:00,McCall,754,1000-Hour,Dead,,,9.0,Submitted
110738,2012-06-15 05:00:00+00:00,West Elk Creek,1320,1000-Hour,Dead,,,9.0,Submitted
121149,2012-10-18 05:00:00+00:00,Lookout Mountain,723,1000-Hour,Dead,,,10.0,Submitted
110760,2012-06-15 05:00:00+00:00,D01_Turquoise_Lake,314,1000-Hour,Dead,,,11.0,Submitted
110764,2012-06-15 05:00:00+00:00,D01_Lodgepole_Flats,313,1000-Hour,Dead,,,7.0,Submitted
121117,2012-10-18 05:00:00+00:00,D03_Black_Mountain,322,1000-Hour,Dead,,,9.0,Submitted
110769,2012-06-15 05:00:00+00:00,D02_Red_Deer,319,1000-Hour,Dead,,,7.0,Submitted
121111,2012-10-18 05:00:00+00:00,RGFO - Copper Gulch,993,1000-Hour,Dead,,,11.0,Submitted
110774,2012-06-15 05:00:00+00:00,D02_Castle_Rock,316,1000-Hour,Dead,,,5.0,Submitted
110779,2012-06-15 05:00:00+00:00,D02_Ute_Trail,320,1000-Hour,Dead,,,7.0,Submitted
121100,2012-10-17 05:00:00+00:00,Crestview 1000 hour,299,1000-Hour,Dead,,,9.0,Submitted
121098,2012-10-17 05:00:00+00:00,Tally Lake South,1227,1000-Hour,Dead,,,17.0,Submitted
121095,2012-10-17 05:00:00+00:00,Tally Lake North,1226,1000-Hour,Dead,,,28.0,Submitted
121083,2012-10-17 05:00:00+00:00,D03_Willis_Creek,325,1000-Hour,Dead,,,7.0,Submitted
110784,2012-06-15 05:00:00+00:00,D02_Ute_Trail_Lower,321,1000-Hour,Dead,,,6.0,Submitted
121076,2012-10-17 05:00:00+00:00,D03_Red_Creek,324,1000-Hour,Dead,,,5.0,Submitted
110788,2012-06-15 05:00:00+00:00,D02_Ohaver_Lake,318,1000-Hour,Dead,,,8.0,Submitted
121068,2012-10-17 05:00:00+00:00,RGFO - Four Mile,994,1000-Hour,Dead,,,7.0,Submitted
110797,2012-06-15 05:00:00+00:00,Turkey Springs,1277,1000-Hour,Dead,,,9.0,Submitted
121058,2012-10-17 05:00:00+00:00,Kinney Creek,649,1000-Hour,Dead,,,16.0,Submitted
121056,2012-10-17 05:00:00+00:00,Harbison Meadow,538,1000-Hour,Dead,,,28.0,Submitted
121038,2012-10-16 05:00:00+00:00,Buck Flat,143,1000-Hour,Dead,,,11.0,Submitted
121024,2012-10-16 05:00:00+00:00,Clayton SNOTEL,223,1000-Hour,Dead,,,56.0,Submitted
110832,2012-06-15 05:00:00+00:00,Dolores Rim,383,1000-Hour,Dead,,,4.0,Submitted
110835,2012-06-15 05:00:00+00:00,Lowry Ruin,739,1000-Hour,Dead,,,6.0,Submitted
121007,2012-10-16 05:00:00+00:00,Buck Flat Low Elev.,144,1000-Hour,Dead,,,12.0,Submitted
110839,2012-06-15 05:00:00+00:00,Benchmark,75,1000-Hour,Dead,,,20.0,Submitted
110905,2012-06-15 05:00:00+00:00,Hahns Peak,527,1000-Hour,Dead,,,11.0,Submitted
110910,2012-06-15 05:00:00+00:00,Rabbit Ears,965,1000-Hour,Dead,,,11.0,Submitted
120989,2012-10-15 05:00:00+00:00,Mad Ridge Fuel Break,743,1000-Hour,Dead,,,13.0,Submitted
120988,2012-10-15 05:00:00+00:00,Mad River,744,1000-Hour,Dead,,,10.0,Submitted
120975,2012-10-15 05:00:00+00:00,Sylvan,1210,1000-Hour,Dead,,,12.0,Submitted
110914,2012-06-15 05:00:00+00:00,Dry Lake,392,1000-Hour,Dead,,,8.0,Submitted
110919,2012-06-15 05:00:00+00:00,Carpenter Ridge,188,1000-Hour,Dead,,,6.0,Submitted
110974,2012-06-15 05:00:00+00:00,Gasquet,480,1000-Hour,Dead,,,19.0,Submitted
110976,2012-06-15 05:00:00+00:00,Boulder Creek,123,1000-Hour,Dead,,,13.0,Submitted
110977,2012-06-15 05:00:00+00:00,Timber Creek,1250,1000-Hour,Dead,,,11.0,Submitted
110978,2012-06-15 05:00:00+00:00,Mad Ridge Fuel Break,743,1000-Hour,Dead,,,15.0,Submitted
110981,2012-06-15 05:00:00+00:00,Dead Indian Creek,362,1000-Hour,Dead,,,9.0,Submitted
110989,2012-06-15 05:00:00+00:00,Fishhawk Trailhead,450,1000-Hour,Dead,,,12.0,Submitted
110990,2012-06-15 05:00:00+00:00,Lower Beartooth,735,1000-Hour,Dead,,,19.0,Submitted
110999,2012-06-15 05:00:00+00:00,McDevitt,760,1000-Hour,Dead,,,12.0,Submitted
111002,2012-06-15 05:00:00+00:00,Six Shooter,1102,1000-Hour,Dead,,,12.0,Submitted
111004,2012-06-15 05:00:00+00:00,Juanita,628,1000-Hour,Dead,,,11.0,Submitted
111008,2012-06-15 05:00:00+00:00,Vine Creek,1289,1000-Hour,Dead,,,20.0,Submitted
120920,2012-10-15 05:00:00+00:00,Cottonwood,284,1000-Hour,Dead,,,18.0,Submitted
111012,2012-06-15 05:00:00+00:00,Humbug,592,1000-Hour,Dead,,,14.0,Submitted
111014,2012-06-15 05:00:00+00:00,Chiloquin,206,1000-Hour,Dead,,,13.0,Submitted
120911,2012-10-15 05:00:00+00:00,Asay,37,1000-Hour,Dead,,,38.0,Submitted
120905,2012-10-15 05:00:00+00:00,Pickle Gulch,911,1000-Hour,Dead,,,16.0,Submitted
120901,2012-10-15 05:00:00+00:00,Nevada City,837,1000-Hour,Dead,,,11.0,Submitted
120890,2012-10-15 05:00:00+00:00,Sugarloaf,1191,1000-Hour,Dead,,,15.0,Submitted
