Sample Id,Date-Time,Site Name,SiteId,Fuel Type,Category,Sub-Category,Method,Sample Avg Value,Sample Status
301836,2022-08-15 05:00:00+00:00,Red Cap Manzanita,978,1000-Hour,Dead,,,8.0,Submitted
332055,2024-06-17 06:00:00+00:00,Spring Valley,1163,1000-Hour,Dead,,,23.4,Submitted
299485,2022-07-22 05:00:00+00:00,McCellan Creek,755,1000-Hour,Dead,,,10.0,Submitted
301834,2022-08-15 05:00:00+00:00,Mad Ridge Fuel Break,743,1000-Hour,Dead,,,10.0,Submitted
301832,2022-08-15 05:00:00+00:00,Ziegler,1359,1000-Hour,Dead,,,10.0,Submitted
307337,2022-10-15 05:00:00+00:00,Ammon,26,1000-Hour,Dead,,,11.0,Submitted
326425,2024-06-12 15:00:00+00:00,Hoodle Creek,585,1000-Hour,Dead,,,11.69,Submitted
260096,2020-09-01 05:00:00+00:00,Asay,37,1000-Hour,Dead,,,7.0,Submitted
338935,2023-08-24 19:00:00+00:00,Lower Beartooth,735,1000-Hour,Dead,,,15.015,Submitted
338931,2023-07-13 19:00:00+00:00,Lower Beartooth,735,1000-Hour,Dead,,,16.16,Submitted
326428,2024-06-10 06:00:00+00:00,Horse Hollow,588,1000-Hour,Dead,,,6.0,Submitted
338908,2023-09-01 19:00:00+00:00,Fishhawk Trailhead,450,1000-Hour,Dead,,,6.97,Submitted
301826,2022-08-14 05:00:00+00:00,D10 - Sledgehammer North,341,1000-Hour,Dead,,,16.0,Submitted
326406,2024-06-04 07:00:00+00:00,Quincy RD,962,1000-Hour,Dead,,,12.11,Submitted
301822,2022-08-14 05:00:00+00:00,D10 - Flagstaff Mtn. - Cold,334,1000-Hour,Dead,,,11.0,Submitted
326435,2024-06-10 06:00:00+00:00,Tule Valley,1275,1000-Hour,Dead,,,8.0,Submitted
260089,2020-09-01 05:00:00+00:00,Cottonwood,284,1000-Hour,Dead,,,6.0,Submitted
338157,2024-08-20 20:00:00+00:00,WYSHF Elkhorn,1352,1000-Hour,Dead,,,11.0,Submitted
301819,2022-08-14 05:00:00+00:00,D10 - Puma Hills,340,1000-Hour,Dead,,,10.0,Submitted
244399,2020-04-30 05:00:00+00:00,CANYON CREEK,186,1000-Hour,Dead,,,10.0,Submitted
350082,2024-08-03 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,10.0,Submitted
301814,2022-08-14 05:00:00+00:00,Pickle Gulch,911,1000-Hour,Dead,,,13.0,Submitted
301812,2022-08-14 05:00:00+00:00,Sugarloaf,1191,1000-Hour,Dead,,,8.0,Submitted
244404,2020-04-30 05:00:00+00:00,Hardscrabble,540,1000-Hour,Dead,,,15.0,Submitted
260084,2020-09-01 05:00:00+00:00,McCook,758,1000-Hour,Dead,,,7.0,Submitted
350081,2024-07-21 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,11.0,Submitted
312457,2023-06-01 05:00:00+00:00,Burro Hill,155,1000-Hour,Dead,,,13.0,Submitted
301804,2022-08-14 05:00:00+00:00,KNF Eagle 5,659,1000-Hour,Dead,,,81.0,Submitted
257799,2020-08-13 05:00:00+00:00,Burro Hill,155,1000-Hour,Dead,,,8.0,Submitted
326447,2024-06-10 06:00:00+00:00,Mud Springs,820,1000-Hour,Dead,,,9.0,Submitted
307334,2022-10-15 05:00:00+00:00,Red Cap Manzanita,978,1000-Hour,Dead,,,9.0,Submitted
350083,2024-08-31 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,15.0,Submitted
350084,2024-09-19 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,13.0,Submitted
260079,2020-09-01 05:00:00+00:00,Diamond,380,1000-Hour,Dead,,,4.0,Submitted
326453,2024-06-10 06:00:00+00:00,Black Cedar,92,1000-Hour,Dead,,,7.0,Submitted
301796,2022-08-14 05:00:00+00:00,Corral Creek,279,1000-Hour,Dead,,,11.0,Submitted
301793,2022-08-14 05:00:00+00:00,D10 - Flagstaff Mtn. - Hot,335,1000-Hour,Dead,,,9.0,Submitted
301792,2022-08-14 05:00:00+00:00,KNF South,665,1000-Hour,Dead,,,67.0,Submitted
244416,2020-04-30 05:00:00+00:00,Mule Ck GS,821,1000-Hour,Dead,,,16.0,Submitted
299490,2022-07-22 05:00:00+00:00,Roberts Butte,1003,1000-Hour,Dead,,,16.0,Submitted
337236,2024-08-16 00:00:00+00:00,Sugarloaf (SHF),1193,1000-Hour,Dead,,,6.0,Submitted
246985,2020-05-27 05:00:00+00:00,Badger-Spearfish,50,1000-Hour,Dead,,,21.0,Submitted
332049,2023-09-21 06:00:00+00:00,Spring Valley,1163,1000-Hour,Dead,,,16.9,Submitted
326441,2024-06-10 06:00:00+00:00,Sevier Reservoir,1078,1000-Hour,Dead,,,9.0,Submitted
337233,2024-08-16 00:00:00+00:00,Lakeshore,685,1000-Hour,Dead,,,4.0,Submitted
326545,2024-04-02 20:00:00+00:00,Quincy RD,962,1000-Hour,Dead,,,66.18,Submitted
301782,2022-08-13 05:00:00+00:00,D10 - Tarryall,342,1000-Hour,Dead,,,4.0,Submitted
301777,2022-08-13 05:00:00+00:00,D10 - Lost Park,338,1000-Hour,Dead,,,11.0,Submitted
299495,2022-07-22 05:00:00+00:00,CAF Questa 1,175,1000-Hour,Dead,,,25.0,Submitted
301774,2022-08-13 05:00:00+00:00,D10 - Jones Hill Upper,337,1000-Hour,Dead,,,10.0,Submitted
246978,2020-05-27 05:00:00+00:00,CAF Lost Lakes,173,1000-Hour,Dead,,,13.0,Submitted
350077,2024-06-07 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,30.0,Submitted
338909,2023-09-18 19:00:00+00:00,Fishhawk Trailhead,450,1000-Hour,Dead,,,8.22,Submitted
338907,2023-08-15 19:00:00+00:00,Fishhawk Trailhead,450,1000-Hour,Dead,,,7.795,Submitted
338906,2023-07-18 19:00:00+00:00,Fishhawk Trailhead,450,1000-Hour,Dead,,,5.295,Submitted
338905,2023-07-06 19:00:00+00:00,Fishhawk Trailhead,450,1000-Hour,Dead,,,14.555,Submitted
338887,2023-07-13 19:00:00+00:00,Dead Indian Creek,362,1000-Hour,Dead,,,8.9,Submitted
246966,2020-05-27 05:00:00+00:00,LNF West Side,715,1000-Hour,Dead,,,6.0,Submitted
260060,2020-09-01 05:00:00+00:00,Mount Shasta,803,1000-Hour,Dead,,,5.0,Submitted
350079,2024-06-25 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,19.0,Submitted
350080,2024-07-10 20:00:00+00:00,Finn,1702,1000-Hour,Dead,,,14.0,Submitted
244423,2020-04-30 05:00:00+00:00,Badger-Spearfish,50,1000-Hour,Dead,,,13.0,Submitted
299501,2022-07-23 05:00:00+00:00,Soda Creek,1138,1000-Hour,Dead,,,17.0,Submitted
246960,2020-05-27 05:00:00+00:00,LNF Cosmic,711,1000-Hour,Dead,,,6.0,Submitted
366919,2025-06-16 18:00:00+00:00,Sawmill Park RAWS,1045,1000-Hour,Dead,,,10.8433,Submitted
301765,2022-08-13 05:00:00+00:00,D10 - Jones Hill Lower,336,1000-Hour,Dead,,,7.0,Submitted
260057,2020-09-01 05:00:00+00:00,McCloud (SHF),757,1000-Hour,Dead,,,8.0,Submitted
260055,2020-09-01 05:00:00+00:00,Pike County,913,1000-Hour,Dead,,,5.0,Submitted
246944,2020-05-27 05:00:00+00:00,Six Shooter,1102,1000-Hour,Dead,,,12.0,Submitted
250564,2020-06-22 05:00:00+00:00,CANYON CREEK,186,1000-Hour,Dead,,,8.0,Submitted
326535,2024-06-12 21:00:00+00:00,Red Creek,980,1000-Hour,Dead,,,10.0,Submitted
301757,2022-08-13 05:00:00+00:00,D10 - Current Creek,333,1000-Hour,Dead,,,7.0,Submitted
350119,2020-05-11 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,19.0,Submitted
326550,2024-05-07 22:00:00+00:00,Quincy RD,962,1000-Hour,Dead,,,89.36,Submitted
326553,2024-06-11 23:00:00+00:00,Quincy RD,962,1000-Hour,Dead,,,12.11,Submitted
299510,2022-07-23 05:00:00+00:00,D03_Black_Mountain,322,1000-Hour,Dead,,,16.0,Submitted
301753,2022-08-13 05:00:00+00:00,D10 - Puma Hills,340,1000-Hour,Dead,,,6.0,Submitted
301746,2022-08-13 05:00:00+00:00,McCall,754,1000-Hour,Dead,,,12.0,Submitted
299513,2022-07-23 05:00:00+00:00,D03_Gibson,323,1000-Hour,Dead,,,12.0,Submitted
299520,2022-07-23 05:00:00+00:00,D03_Willis_Creek,325,1000-Hour,Dead,,,15.0,Submitted
301743,2022-08-13 05:00:00+00:00,D10_Dicks Peak,343,1000-Hour,Dead,,,6.0,Submitted
339688,2024-08-17 21:00:00+00:00,Calico,179,1000-Hour,Dead,,,7.245,Submitted
350128,2020-09-01 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,11.0,Submitted
350125,2020-07-22 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,15.0,Submitted
301731,2022-08-12 05:00:00+00:00,Camp Creek,185,1000-Hour,Dead,,,7.0,Submitted
301727,2022-08-12 05:00:00+00:00,Skidway,1104,1000-Hour,Dead,,,12.0,Submitted
366932,2025-07-02 13:00:00+00:00,Whitetail Peak,1335,1000-Hour,Dead,,Gravimetric,10.4,Submitted
331886,2024-07-10 21:00:00+00:00,Ninemile C3,845,1000-Hour,Dead,,,12.29,Submitted
339255,2024-08-27 16:00:00+00:00,Tally Lake South,1227,1000-Hour,Dead,,,29.195,Submitted
331862,2024-07-10 21:00:00+00:00,Ninemile C2,844,1000-Hour,Dead,,,11.05,Submitted
301722,2022-08-12 05:00:00+00:00,Cement Divide,198,1000-Hour,Dead,,,11.0,Submitted
301721,2022-08-12 05:00:00+00:00,Park Mine,888,1000-Hour,Dead,,,13.0,Submitted
301720,2022-08-12 05:00:00+00:00,Slim Sam,1112,1000-Hour,Dead,,,8.0,Submitted
350127,2020-08-17 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,13.0,Submitted
339675,2024-09-01 21:00:00+00:00,Rye Grass,1025,1000-Hour,Dead,,,5.26,Submitted
250560,2020-06-22 05:00:00+00:00,SNF Joaquin,1127,1000-Hour,Dead,,,8.0,Submitted
340502,2024-09-09 06:00:00+00:00,Dead Indian Creek,362,1000-Hour,Dead,,,7.53,Submitted
350129,2020-09-15 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,11.0,Submitted
338889,2023-08-24 19:00:00+00:00,Dead Indian Creek,362,1000-Hour,Dead,,,8.215,Submitted
338888,2023-07-29 19:00:00+00:00,Dead Indian Creek,362,1000-Hour,Dead,,,7.11,Submitted
350151,2021-06-17 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,31.0,Submitted
244462,2020-05-01 05:00:00+00:00,Sugarloaf (SHF),1193,1000-Hour,Dead,,,13.0,Submitted
350152,2021-06-28 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,15.0,Submitted
350153,2021-07-06 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,11.0,Submitted
244465,2020-05-01 05:00:00+00:00,Lakeshore,685,1000-Hour,Dead,,,9.0,Submitted
244475,2020-05-01 05:00:00+00:00,Red River,985,1000-Hour,Dead,,,34.0,Submitted
350154,2021-07-13 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,9.0,Submitted
350155,2021-07-27 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,8.0,Submitted
260037,2020-09-01 05:00:00+00:00,Vine Creek,1289,1000-Hour,Dead,,,14.0,Submitted
301710,2022-08-12 05:00:00+00:00,Fencemaker,441,1000-Hour,Dead,,,15.0,Submitted
350156,2021-08-19 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,20.0,Submitted
339689,2024-09-01 21:00:00+00:00,Calico,179,1000-Hour,Dead,,,8.405,Submitted
340377,2024-09-02 18:00:00+00:00,Nemo,829,1000-Hour,Dead,,,19.0,Submitted
253080,2020-07-12 05:00:00+00:00,Signal Mountain,1094,1000-Hour,Dead,,,19.0,Submitted
301706,2022-08-12 05:00:00+00:00,Emerald Mnt.,420,1000-Hour,Dead,,,7.0,Submitted
253081,2020-07-12 05:00:00+00:00,CAF Questa 2,176,1000-Hour,Dead,,,5.0,Submitted
246927,2020-05-27 05:00:00+00:00,Wraith Falls,1348,1000-Hour,Dead,,,25.0,Submitted
253085,2020-07-12 05:00:00+00:00,South Sawmill,1154,1000-Hour,Dead,,,11.0,Submitted
331838,2024-07-12 21:00:00+00:00,Emerald Mnt.,420,1000-Hour,Dead,,,18.3933,Submitted
260031,2020-09-01 05:00:00+00:00,Humbug,592,1000-Hour,Dead,,,10.0,Submitted
301702,2022-08-12 05:00:00+00:00,Rabbit Ears,965,1000-Hour,Dead,,,13.0,Submitted
244486,2020-05-01 05:00:00+00:00,Rocky Pitch,1008,1000-Hour,Dead,,,40.0,Submitted
244489,2020-05-01 05:00:00+00:00,Kannah Creek,634,1000-Hour,Dead,,,10.0,Submitted
331824,2024-07-10 07:00:00+00:00,Trestle Ridge,1269,1000-Hour,Dead,,,7.5,Submitted
246924,2020-05-27 05:00:00+00:00,LNF Mayhill,712,1000-Hour,Dead,,,5.0,Submitted
310215,2023-04-21 05:00:00+00:00,CA-KNP Ash Mountain,158,1000-Hour,Dead,,,33.0,Submitted
260027,2020-09-01 05:00:00+00:00,Donnelly Gulch,384,1000-Hour,Dead,,,10.0,Submitted
350200,2021-08-30 20:00:00+00:00,Owl,1735,1000-Hour,Dead,,,18.0,Submitted
316066,2023-07-10 05:00:00+00:00,South Fork Judith,1151,1000-Hour,Dead,,,24.0,Submitted
336456,2024-08-08 22:00:00+00:00,Park Lake,887,1000-Hour,Dead,,,9.975,Submitted
331808,2024-07-10 21:00:00+00:00,Ninemile C1,843,1000-Hour,Dead,,,9.44,Submitted
299527,2022-07-23 05:00:00+00:00,D03_Red_Creek,324,1000-Hour,Dead,,,10.0,Submitted
312462,2023-06-01 05:00:00+00:00,Twenty Mile,1279,1000-Hour,Dead,,,25.0,Submitted
301697,2022-08-12 05:00:00+00:00,Independence MTN,613,1000-Hour,Dead,,,9.0,Submitted
246923,2020-05-27 05:00:00+00:00,SNF Las Vacas,1129,1000-Hour,Dead,,,16.0,Submitted
366904,2025-06-27 00:00:00+00:00,Lick Creek,701,1000-Hour,Dead,,,11.98,Submitted
244495,2020-05-01 05:00:00+00:00,D9 Trout Creek,355,1000-Hour,Dead,,,19.0,Submitted
299531,2022-07-23 05:00:00+00:00,McCall,754,1000-Hour,Dead,,,11.0,Submitted
340494,2024-09-09 19:00:00+00:00,Lower Beartooth,735,1000-Hour,Dead,,,10.145,Submitted
301691,2022-08-12 05:00:00+00:00,Hahns Peak,527,1000-Hour,Dead,,,10.0,Submitted
246918,2020-05-27 05:00:00+00:00,Walker,1301,1000-Hour,Dead,,,4.0,Submitted
299538,2022-07-24 05:00:00+00:00,D6 - Mill Creek,777,1000-Hour,Dead,,,14.0,Submitted
246893,2020-05-26 05:00:00+00:00,Tacoma Creek,1212,1000-Hour,Dead,,,28.0,Submitted
301686,2022-08-12 05:00:00+00:00,Gould,512,1000-Hour,Dead,,,14.0,Submitted
311227,2023-05-15 05:00:00+00:00,D11_Miller_Gulch,345,1000-Hour,Dead,,,50.0,Submitted
244501,2020-05-01 05:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,15.0,Submitted
301681,2022-08-12 05:00:00+00:00,Dry Lake,392,1000-Hour,Dead,,,10.0,Submitted
244508,2020-05-01 05:00:00+00:00,CNF Scout Camp,240,1000-Hour,Dead,,,6.0,Submitted
299547,2022-07-25 05:00:00+00:00,Game Creek,478,1000-Hour,Dead,,,14.0,Submitted
260009,2020-09-01 05:00:00+00:00,Henry Mountains,554,1000-Hour,Dead,,,6.0,Submitted
299551,2022-07-25 05:00:00+00:00,ID-STF Stanley,609,1000-Hour,Dead,,,9.0,Submitted
246888,2020-05-26 05:00:00+00:00,Flowery Trail,455,1000-Hour,Dead,,,26.0,Submitted
260002,2020-09-01 05:00:00+00:00,Lost Creek,729,1000-Hour,Dead,,,5.0,Submitted
301667,2022-08-11 05:00:00+00:00,Pine Summit,919,1000-Hour,Dead,,,8.0,Submitted
326715,2024-06-12 06:00:00+00:00,Emerald Mnt.,420,1000-Hour,Dead,,,23.3333,Submitted
326739,2024-06-12 18:00:00+00:00,Pickle Gulch,911,1000-Hour,Dead,,,11.254,Submitted
326741,2024-06-12 18:00:00+00:00,Sugarloaf,1191,1000-Hour,Dead,,,10.534,Submitted
301661,2022-08-11 05:00:00+00:00,Dawson,360,1000-Hour,Dead,,,15.0,Submitted
294139,2022-06-11 05:00:00+00:00,D03_Willis_Creek,325,1000-Hour,Dead,,,31.0,Submitted
326778,2024-06-13 06:00:00+00:00,Park Lake,887,1000-Hour,Dead,,,11.1675,Submitted
301655,2022-08-11 05:00:00+00:00,Cooks Pass Site,272,1000-Hour,Dead,,,9.0,Submitted
326773,2024-06-13 16:00:00+00:00,Jimtown,626,1000-Hour,Dead,,,13.475,Submitted
259989,2020-09-01 05:00:00+00:00,Sandstone,1040,1000-Hour,Dead,,,9.0,Submitted
244530,2020-05-01 05:00:00+00:00,Big Bar,77,1000-Hour,Dead,,,13.0,Submitted
301650,2022-08-11 05:00:00+00:00,Game Creek,478,1000-Hour,Dead,,,20.0,Submitted
253092,2020-07-12 05:00:00+00:00,SNF Watershed,1131,1000-Hour,Dead,,,9.0,Submitted
296383,2022-06-30 05:00:00+00:00,Squaw,1165,1000-Hour,Dead,,,14.0,Submitted
326764,2024-06-13 18:00:00+00:00,McDevitt,760,1000-Hour,Dead,,,14.0,Submitted
299556,2022-07-25 05:00:00+00:00,ID-STF Oregon Gulch,604,1000-Hour,Dead,,,10.0,Submitted
366887,2025-06-30 00:00:00+00:00,CNF Mt. Hopkins,234,1000-Hour,Dead,,,3.92,Submitted
246883,2020-05-26 05:00:00+00:00,SNF 6A,1120,1000-Hour,Dead,,,11.0,Submitted
326776,2024-06-13 06:00:00+00:00,Preist,953,1000-Hour,Dead,,,16.315,Submitted
251779,2020-07-01 05:00:00+00:00,D10 - Jones Hill Lower,336,1000-Hour,Dead,,,6.0,Submitted
301641,2022-08-11 05:00:00+00:00,Twenty Mile,1279,1000-Hour,Dead,,,9.0,Submitted
311235,2023-05-15 05:00:00+00:00,Ziegler,1359,1000-Hour,Dead,,,16.0,Submitted
259983,2020-09-01 05:00:00+00:00,Sawmill Park RAWS,1045,1000-Hour,Dead,,,9.0,Submitted
326781,2024-06-13 20:00:00+00:00,McCellan Creek,755,1000-Hour,Dead,,,12.725,Submitted
326803,2024-06-14 20:00:00+00:00,Bogard,115,1000-Hour,Dead,,,102.0,Submitted
259975,2020-09-01 05:00:00+00:00,Rabbit Ears,965,1000-Hour,Dead,,,10.0,Submitted
246874,2020-05-26 05:00:00+00:00,Bear River,70,1000-Hour,Dead,,,44.0,Submitted
259965,2020-09-01 05:00:00+00:00,Independence MTN,613,1000-Hour,Dead,,,10.0,Submitted
369271,2025-06-26 12:00:00+00:00,SNF Watershed,1131,1000-Hour,Dead,,,29.0,Submitted
366880,2025-07-03 13:00:00+00:00,Hardin Ridge,1670,1000-Hour,Dead,,Gravimetric,11.09,Submitted
294134,2022-06-11 05:00:00+00:00,D03_Gibson,323,1000-Hour,Dead,,,11.0,Submitted
366874,2025-07-03 13:00:00+00:00,Tipsaw Lake,1672,1000-Hour,Dead,,Gravimetric,14.31,Submitted
308389,2022-11-29 06:00:00+00:00,Nevada City,837,1000-Hour,Dead,,,11.0,Submitted
309599,2023-03-28 05:00:00+00:00,LNF Mayhill,712,1000-Hour,Dead,,,14.0,Submitted
355845,2025-04-03 19:00:00+00:00,CNF Cave Creek,227,1000-Hour,Dead,Lower,Gravimetric,5.7,Submitted
259960,2020-09-01 05:00:00+00:00,Hahns Peak,527,1000-Hour,Dead,,,9.0,Submitted
366876,2025-07-03 13:00:00+00:00,U-38,1671,1000-Hour,Dead,,Gravimetric,12.22,Submitted
350466,2023-05-01 06:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,15.0,Submitted
246861,2020-05-26 05:00:00+00:00,CAF Deer Trail,172,1000-Hour,Dead,,,22.0,Submitted
350468,2023-07-17 06:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,19.0,Submitted
350469,2023-08-09 06:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,22.0,Submitted
350470,2023-08-22 06:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,11.0,Submitted
350471,2023-09-07 06:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,16.0,Submitted
312468,2023-06-01 05:00:00+00:00,Dawson,360,1000-Hour,Dead,,,30.0,Submitted
336459,2024-08-08 22:00:00+00:00,Preist,953,1000-Hour,Dead,,,13.89,Submitted
337683,2024-08-15 18:00:00+00:00,Gold Hill,506,1000-Hour,Dead,,,8.0,Submitted
350467,2023-05-29 06:00:00+00:00,D9 North Rampart,354,1000-Hour,Dead,,,15.0,Submitted
309597,2023-03-28 05:00:00+00:00,LNF West Side,715,1000-Hour,Dead,,,17.0,Submitted
311276,2023-05-15 05:00:00+00:00,Emery Creek,421,1000-Hour,Dead,,,23.0,Submitted
350529,2023-04-19 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,14.0,Submitted
350530,2023-05-01 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,23.0,Submitted
350531,2023-05-29 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,16.0,Submitted
350532,2023-08-11 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,48.0,Submitted
350533,2023-08-23 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,9.0,Submitted
350534,2023-09-06 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,13.0,Submitted
366852,2025-07-01 17:00:00+00:00,Sandstone,1040,1000-Hour,Dead,,,6.7,Submitted
301635,2022-08-11 05:00:00+00:00,Emmett North Zone,422,1000-Hour,Dead,,,6.0,Submitted
366855,2025-06-30 13:00:00+00:00,Crazy,2792,1000-Hour,Dead,,Gravimetric,24.6933,Submitted
244539,2020-05-01 05:00:00+00:00,GNF Slaughter,503,1000-Hour,Dead,,,7.0,Submitted
337691,2024-08-06 13:00:00+00:00,"North 6,500",848,1000-Hour,Dead,,,10.2,Submitted
244556,2020-05-01 05:00:00+00:00,Yolla Bolla,1357,1000-Hour,Dead,,,17.0,Submitted
244563,2020-05-01 05:00:00+00:00,Friend Mountain,476,1000-Hour,Dead,,,13.0,Submitted
336453,2024-08-08 22:00:00+00:00,McCellan Creek,755,1000-Hour,Dead,,,9.8375,Submitted
244565,2020-05-01 05:00:00+00:00,Hayfork Compound,548,1000-Hour,Dead,,,12.0,Submitted
259955,2020-09-01 05:00:00+00:00,Gould,512,1000-Hour,Dead,,,9.0,Submitted
259950,2020-09-01 05:00:00+00:00,Gore Pass,511,1000-Hour,Dead,,,14.0,Submitted
295208,2022-06-17 05:00:00+00:00,Buck Flat,143,1000-Hour,Dead,,,5.0,Submitted
350535,2023-10-25 06:00:00+00:00,Cheyenne Canyon,205,1000-Hour,Dead,,,8.0,Submitted
350623,2025-02-10 21:00:00+00:00,CNF Middle March,233,1000-Hour,Dead,Middle,Gravimetric,6.5,Submitted
301618,2022-08-11 05:00:00+00:00,McDevitt,760,1000-Hour,Dead,,,7.0,Submitted
311278,2023-05-15 05:00:00+00:00,Desert Mountain,378,1000-Hour,Dead,,,21.0,Submitted
331748,2024-07-10 20:00:00+00:00,Deer Creek #3,1451,1000-Hour,Dead,Old,,10.94,Submitted
341266,2024-06-28 18:00:00+00:00,D10 - Jones Hill Upper,337,1000-Hour,Dead,,,11.0,Submitted
259946,2020-09-01 05:00:00+00:00,Cedar Creek,195,1000-Hour,Dead,,,9.0,Submitted
259941,2020-09-01 05:00:00+00:00,Dunckley Pass,395,1000-Hour,Dead,,,15.0,Submitted
331736,2024-07-10 22:00:00+00:00,Gold Hill,506,1000-Hour,Dead,,,7.5,Submitted
296387,2022-06-30 05:00:00+00:00,Armstrong Gulch,36,1000-Hour,Dead,,,14.0,Submitted
312480,2023-06-01 05:00:00+00:00,Mule Ck GS,821,1000-Hour,Dead,,,13.0,Submitted
350636,2025-02-07 19:00:00+00:00,CNF Rucker,239,1000-Hour,Dead,Lower,Gravimetric,7.53,Submitted
350648,2025-02-06 19:00:00+00:00,CNF Cave Creek,227,1000-Hour,Dead,Lower,Gravimetric,6.55,Submitted
246855,2020-05-26 05:00:00+00:00,SNF Banco Bonito,1121,1000-Hour,Dead,,,8.0,Submitted
312483,2023-06-01 05:00:00+00:00,Desert Mountain,378,1000-Hour,Dead,,,19.0,Submitted
350654,2025-02-12 19:00:00+00:00,Nevada City,837,1000-Hour,Dead,,,18.53,Submitted
341278,2024-06-30 16:00:00+00:00,D10_Dicks Peak,343,1000-Hour,Dead,,,6.0,Submitted
244577,2020-05-01 05:00:00+00:00,RGFO - Four Mile,994,1000-Hour,Dead,,,8.0,Submitted
259936,2020-09-01 05:00:00+00:00,Dry Lake,392,1000-Hour,Dead,,,8.0,Submitted
326876,2024-06-13 22:00:00+00:00,West Bridger,1319,1000-Hour,Dead,,,41.36,Submitted
331717,2024-07-10 20:00:00+00:00,Deer Creek #1,1449,1000-Hour,Dead,Old,,6.59,Submitted
244586,2020-05-01 05:00:00+00:00,RGFO - Copper Gulch,993,1000-Hour,Dead,,,8.0,Submitted
331728,2024-07-10 19:00:00+00:00,Deer Creek #2,1450,1000-Hour,Dead,Old,,12.01,Submitted
326878,2024-06-13 17:00:00+00:00,Pebble Creek,904,1000-Hour,Dead,,,29.0,Submitted
301610,2022-08-10 05:00:00+00:00,D01_Turquoise_Lake,314,1000-Hour,Dead,,,15.0,Submitted
